15
300 5000
135 114 2
135 114 1
232 28 3
232 28 1
62 49 2
62 49 2
173 64 3
173 64 2
244 91 2
244 91 1
104 19 2
104 19 1
110 30 1
110 30 2
199 58 2
199 58 2
210 105 3
210 105 2
88 138 2
88 138 2
23 58 2
23 58 2
130 20 2
130 20 2
135 79 3
135 79 2
23 210 3
23 210 2
208 138 1
208 138 1
67 171 1
67 171 2
194 68 3
194 68 1
211 139 3
211 139 1
217 125 2
217 125 2
238 141 2
238 141 2
63 39 3
63 39 1
49 79 1
49 79 2
36 145 3
36 145 2
242 91 2
242 91 2
177 156 2
177 156 1
182 175 1
182 175 2
226 176 1
226 176 2
231 120 3
231 120 1
207 189 1
207 189 1
206 134 1
206 134 1
238 204 3
238 204 2
199 68 1
199 68 2
115 65 3
115 65 2
123 233 2
123 233 2
117 169 3
117 169 2
237 52 3
237 52 1
149 215 3
149 215 2
197 16 2
197 16 1
148 45 1
148 45 1
72 222 2
72 222 2
143 80 1
143 80 2
227 201 2
227 201 1
205 44 3
205 44 2
81 67 2
81 67 2
34 134 2
34 134 2
168 83 2
168 83 1
5 208 1
5 208 2
92 244 3
92 244 1
150 176 1
150 176 2
45 140 2
45 140 2
17 126 3
17 126 2
127 234 1
127 234 1
106 182 3
106 182 1
156 84 2
156 84 1
249 179 1
249 179 1
54 59 2
54 59 1
179 16 1
179 16 2
120 105 3
120 105 1
63 121 2
63 121 1
232 65 1
232 65 2
1 153 2
1 153 1
107 206 1
107 206 2
13 144 2
13 144 1
52 116 1
52 116 1
4 147 2
4 147 1
34 92 2
34 92 2
176 198 3
176 198 2
231 188 3
231 188 1
236 178 1
236 178 2
180 163 2
180 163 1
207 58 2
207 58 2
229 117 2
229 117 1
108 36 1
108 36 1
7 229 1
7 229 2
80 139 1
80 139 2
1 102 1
1 102 2
135 181 2
135 181 2
140 246 1
140 246 1
186 217 3
186 217 2
127 250 3
127 250 1
105 121 2
105 121 1
233 211 3
233 211 2
87 123 2
87 123 1
243 40 1
243 40 2
210 233 2
210 233 2
124 207 1
124 207 1
245 40 2
245 40 2
131 190 2
131 190 1
221 185 2
221 185 2
135 191 2
135 191 2
38 241 3
38 241 1
10 127 3
10 127 1
2 79 3
2 79 1
222 149 2
222 149 2
206 75 3
206 75 2
93 170 2
93 170 2
155 127 3
155 127 2
191 47 1
191 47 1
60 246 3
60 246 1
79 235 2
79 235 1
245 30 3
245 30 2
206 74 1
206 74 2
204 160 3
204 160 2
217 130 3
217 130 2
163 137 1
163 137 2
221 210 1
221 210 2
219 247 3
219 247 1
191 39 1
191 39 1
201 230 3
201 230 2
170 178 2
170 178 1
226 192 1
226 192 1
87 32 2
87 32 1
106 173 3
106 173 1
148 221 1
148 221 1
12 27 2
12 27 1
68 2 3
68 2 1
57 201 1
57 201 1
124 228 2
124 228 1
170 152 3
170 152 1
78 167 2
78 167 2
228 21 2
228 21 1
67 142 3
67 142 2
45 84 2
45 84 2
127 232 3
127 232 2
228 32 1
228 32 2
30 215 3
30 215 2
190 98 1
190 98 1
34 4 3
34 4 2
206 22 3
206 22 2
134 153 3
134 153 2
136 26 2
136 26 2
20 251 1
20 251 2
139 138 2
139 138 1
206 247 2
206 247 2
218 147 3
218 147 2
182 129 1
182 129 2
42 166 1
42 166 2
241 143 2
241 143 1
208 228 3
208 228 2
10 166 3
10 166 1
19 37 2
19 37 2
25 81 3
25 81 2
102 211 3
102 211 2
201 17 2
201 17 1
48 36 2
48 36 2
148 24 2
148 24 1
155 199 1
155 199 2
230 165 1
230 165 1
177 144 1
177 144 1
67 208 2
67 208 2
127 144 3
127 144 1
241 48 1
241 48 1
51 40 1
51 40 1
179 91 2
179 91 2
195 32 2
195 32 2
249 99 3
249 99 2
115 167 1
115 167 2
131 48 1
131 48 2
19 108 2
19 108 1
117 230 2
117 230 2
158 178 1
158 178 2
145 6 3
145 6 2
48 68 3
48 68 1
243 159 2
243 159 1
214 64 3
214 64 1
109 11 3
109 11 1
137 23 1
137 23 2
61 164 1
61 164 1
83 145 3
83 145 2
144 19 3
144 19 2
149 94 1
149 94 1
139 206 3
139 206 1
183 195 3
183 195 1
23 245 1
23 245 1
97 47 1
97 47 2
91 65 2
91 65 1
244 218 3
244 218 2
76 246 2
76 246 1
172 220 3
172 220 2
108 89 3
108 89 1
172 134 3
172 134 1
35 109 1
35 109 2
70 227 2
70 227 1
198 140 3
198 140 1
198 74 3
198 74 2
6 63 1
6 63 1
133 72 2
133 72 1
237 119 3
237 119 1
159 187 3
159 187 1
3 6 2
3 6 1
205 175 3
205 175 1
25 160 3
25 160 1
227 62 3
227 62 1
206 187 3
206 187 2
200 156 1
200 156 1
183 83 1
183 83 2
18 1 2
18 1 1
230 31 1
230 31 1
105 100 1
105 100 2
125 99 2
125 99 2
248 5 2
248 5 1
5 40 1
5 40 1
116 236 3
116 236 2
72 188 2
72 188 1
4 24 2
4 24 1
116 57 3
116 57 1
171 244 1
171 244 1
229 61 1
229 61 2
168 216 1
168 216 2
161 5 3
161 5 1
163 147 1
163 147 1
207 72 2
207 72 2
6 76 3
6 76 1
134 13 3
134 13 1
139 29 1
139 29 2
137 218 1
137 218 1
241 91 3
241 91 1
198 123 2
198 123 1
186 1 3
186 1 1
243 117 3
243 117 2
101 216 2
101 216 1
203 45 3
203 45 2
118 172 3
118 172 1
126 47 2
126 47 1
62 213 1
62 213 1
138 118 1
138 118 2
248 89 2
248 89 2
232 59 2
232 59 1
240 18 3
240 18 1
190 135 3
190 135 2
122 207 3
122 207 1
201 94 3
201 94 1
215 58 3
215 58 2
172 118 3
172 118 2
66 136 3
66 136 1
152 219 2
152 219 2
143 239 3
143 239 1
187 184 3
187 184 1
42 130 2
42 130 1
201 17 2
201 17 2
9 206 1
9 206 1
3 156 3
3 156 2
82 98 1
82 98 2
76 158 3
76 158 2
174 43 1
174 43 1
11 120 3
11 120 2
27 24 1
27 24 2
191 181 3
191 181 1
9 41 3
9 41 1
81 34 2
81 34 1
175 47 2
175 47 1
191 123 1
191 123 2
53 240 3
53 240 1
148 92 1
148 92 2
80 173 2
80 173 2
36 154 1
36 154 1
125 161 1
125 161 1
172 184 1
172 184 2
59 216 3
59 216 1
35 213 2
35 213 1
84 203 2
84 203 1
68 95 3
68 95 1
167 153 2
167 153 1
99 72 2
99 72 2
173 200 2
173 200 1
97 180 2
97 180 2
216 87 3
216 87 1
74 109 1
74 109 2
114 159 3
114 159 1
146 161 3
146 161 1
116 210 3
116 210 2
177 218 2
177 218 2
206 132 2
206 132 2
83 172 2
83 172 2
36 161 2
36 161 1
100 82 3
100 82 1
41 235 3
41 235 1
147 40 3
147 40 2
153 158 2
153 158 1
10 4 3
10 4 2
189 44 2
189 44 2
135 39 2
135 39 1
225 2 2
225 2 2
175 172 1
175 172 1
216 231 2
216 231 2
58 125 2
58 125 1
238 12 1
238 12 2
2 5 3
2 5 1
211 196 3
211 196 1
19 198 1
19 198 2
239 174 2
239 174 1
189 234 3
189 234 1
46 184 1
46 184 1
251 125 3
251 125 1
201 230 3
201 230 2
44 61 3
44 61 2
169 49 1
169 49 2
52 38 2
52 38 2
230 173 3
230 173 1
77 126 3
77 126 2
228 82 1
228 82 1
17 58 3
17 58 2
11 238 1
11 238 1
16 180 1
16 180 1
77 96 2
77 96 1
137 179 1
137 179 2
199 60 1
199 60 1
62 16 2
62 16 2
126 217 2
126 217 2
201 24 1
201 24 1
133 118 1
133 118 2
136 115 2
136 115 1
164 71 1
164 71 2
138 28 1
138 28 1
141 120 2
141 120 1
69 61 3
69 61 1
13 117 2
13 117 2
211 245 3
211 245 1
108 147 3
108 147 1
71 100 1
71 100 2
32 210 1
32 210 2
146 102 3
146 102 2
228 89 3
228 89 2
162 210 3
162 210 1
247 248 2
247 248 2
176 52 2
176 52 1
133 184 1
133 184 2
71 196 1
71 196 1
28 224 3
28 224 2
52 76 1
52 76 2
226 52 2
226 52 2
70 195 3
70 195 1
71 62 1
71 62 1
51 30 1
51 30 2
85 29 3
85 29 1
220 156 1
220 156 2
42 43 1
42 43 1
83 80 1
83 80 1
210 209 1
210 209 2
71 223 3
71 223 2
98 23 2
98 23 2
35 232 1
35 232 2
173 130 2
173 130 1
31 3 2
31 3 2
83 204 1
83 204 2
242 129 2
242 129 2
94 154 3
94 154 2
202 188 2
202 188 2
158 151 3
158 151 2
143 130 1
143 130 2
177 141 2
177 141 2
76 34 1
76 34 1
63 233 3
63 233 1
152 166 2
152 166 2
108 10 3
108 10 1
241 212 2
241 212 2
122 195 1
122 195 2
84 194 2
84 194 1
155 158 3
155 158 2
152 234 1
152 234 1
112 177 3
112 177 1
197 194 1
197 194 2
109 222 3
109 222 1
217 41 3
217 41 1
169 117 3
169 117 1
175 32 2
175 32 1
235 216 3
235 216 1
234 70 1
234 70 1
182 169 3
182 169 2
218 114 1
218 114 1
122 233 3
122 233 2
105 155 2
105 155 1
5 222 2
5 222 2
251 239 2
251 239 1
31 236 1
31 236 1
79 179 3
79 179 2
222 145 2
222 145 2
169 130 2
169 130 1
17 218 2
17 218 1
57 99 1
57 99 2
246 81 3
246 81 2
36 122 3
36 122 2
186 89 2
186 89 2
50 168 2
50 168 2
163 56 1
163 56 2
59 154 3
59 154 2
180 163 2
180 163 2
134 137 1
134 137 2
141 121 3
141 121 2
39 236 3
39 236 1
99 237 3
99 237 2
176 8 3
176 8 2
7 34 2
7 34 2
204 74 3
204 74 2
66 118 3
66 118 2
30 58 2
30 58 2
245 170 1
245 170 2
163 140 1
163 140 2
75 97 3
75 97 2
178 217 3
178 217 1
11 31 1
11 31 1
25 223 1
25 223 1
75 244 1
75 244 2
27 11 3
27 11 2
45 62 3
45 62 1
252 4600
1 2 1
1 2 1
2 3 1
2 3 1
3 4 1
3 4 1
4 5 1
4 5 1
5 6 2
5 6 2
6 252 1
6 252 1
1 7 1
1 7 1
7 8 1
7 8 1
8 9 2
8 9 2
9 10 1
9 10 1
10 11 2
10 11 2
11 252 1
11 252 1
1 12 2
1 12 2
12 13 2
12 13 2
13 14 2
13 14 2
14 15 1
14 15 1
15 16 2
15 16 2
16 252 2
16 252 2
1 17 1
1 17 1
17 18 1
17 18 1
18 19 1
18 19 1
19 20 1
19 20 1
20 21 2
20 21 2
21 252 1
21 252 1
1 22 1
1 22 1
22 23 1
22 23 1
23 24 2
23 24 2
24 25 2
24 25 2
25 26 2
25 26 2
26 252 1
26 252 1
1 27 2
1 27 2
27 28 2
27 28 2
28 29 1
28 29 1
29 30 1
29 30 1
30 31 2
30 31 2
31 252 1
31 252 1
1 32 1
1 32 1
32 33 1
32 33 1
33 34 2
33 34 2
34 35 2
34 35 2
35 36 1
35 36 1
36 252 1
36 252 1
1 37 2
1 37 2
37 38 1
37 38 1
38 39 2
38 39 2
39 40 1
39 40 1
40 41 2
40 41 2
41 252 1
41 252 1
1 42 2
1 42 2
42 43 1
42 43 1
43 44 2
43 44 2
44 45 1
44 45 1
45 46 1
45 46 1
46 252 2
46 252 2
1 47 1
1 47 1
47 48 1
47 48 1
48 49 2
48 49 2
49 50 1
49 50 1
50 51 1
50 51 1
51 252 1
51 252 1
1 52 1
1 52 1
52 53 1
52 53 1
53 54 1
53 54 1
54 55 1
54 55 1
55 56 2
55 56 2
56 252 1
56 252 1
1 57 1
1 57 1
57 58 1
57 58 1
58 59 1
58 59 1
59 60 1
59 60 1
60 61 2
60 61 2
61 252 1
61 252 1
1 62 1
1 62 1
62 63 1
62 63 1
63 64 1
63 64 1
64 65 1
64 65 1
65 66 1
65 66 1
66 252 2
66 252 2
1 67 2
1 67 2
67 68 2
67 68 2
68 69 1
68 69 1
69 70 1
69 70 1
70 71 2
70 71 2
71 252 2
71 252 2
1 72 2
1 72 2
72 73 2
72 73 2
73 74 1
73 74 1
74 75 1
74 75 1
75 76 2
75 76 2
76 252 1
76 252 1
1 77 1
1 77 1
77 78 1
77 78 1
78 79 1
78 79 1
79 80 1
79 80 1
80 81 1
80 81 1
81 252 1
81 252 1
1 82 2
1 82 2
82 83 1
82 83 1
83 84 1
83 84 1
84 85 1
84 85 1
85 86 1
85 86 1
86 252 2
86 252 2
1 87 2
1 87 2
87 88 1
87 88 1
88 89 1
88 89 1
89 90 2
89 90 2
90 91 1
90 91 1
91 252 2
91 252 2
1 92 1
1 92 1
92 93 1
92 93 1
93 94 1
93 94 1
94 95 1
94 95 1
95 96 1
95 96 1
96 252 2
96 252 2
1 97 2
1 97 2
97 98 2
97 98 2
98 99 2
98 99 2
99 100 1
99 100 1
100 101 1
100 101 1
101 252 2
101 252 2
1 102 1
1 102 1
102 103 1
102 103 1
103 104 1
103 104 1
104 105 2
104 105 2
105 106 2
105 106 2
106 252 2
106 252 2
1 107 1
1 107 1
107 108 2
107 108 2
108 109 1
108 109 1
109 110 1
109 110 1
110 111 1
110 111 1
111 252 1
111 252 1
1 112 2
1 112 2
112 113 1
112 113 1
113 114 2
113 114 2
114 115 1
114 115 1
115 116 2
115 116 2
116 252 1
116 252 1
1 117 1
1 117 1
117 118 1
117 118 1
118 119 1
118 119 1
119 120 1
119 120 1
120 121 2
120 121 2
121 252 1
121 252 1
1 122 2
1 122 2
122 123 2
122 123 2
123 124 2
123 124 2
124 125 1
124 125 1
125 126 1
125 126 1
126 252 2
126 252 2
1 127 1
1 127 1
127 128 1
127 128 1
128 129 2
128 129 2
129 130 1
129 130 1
130 131 1
130 131 1
131 252 2
131 252 2
1 132 2
1 132 2
132 133 1
132 133 1
133 134 1
133 134 1
134 135 2
134 135 2
135 136 1
135 136 1
136 252 2
136 252 2
1 137 2
1 137 2
137 138 1
137 138 1
138 139 1
138 139 1
139 140 1
139 140 1
140 141 2
140 141 2
141 252 1
141 252 1
1 142 2
1 142 2
142 143 2
142 143 2
143 144 2
143 144 2
144 145 1
144 145 1
145 146 2
145 146 2
146 252 1
146 252 1
1 147 1
1 147 1
147 148 1
147 148 1
148 149 2
148 149 2
149 150 2
149 150 2
150 151 1
150 151 1
151 252 1
151 252 1
1 152 1
1 152 1
152 153 1
152 153 1
153 154 1
153 154 1
154 155 1
154 155 1
155 156 1
155 156 1
156 252 1
156 252 1
1 157 2
1 157 2
157 158 1
157 158 1
158 159 1
158 159 1
159 160 2
159 160 2
160 161 2
160 161 2
161 252 1
161 252 1
1 162 1
1 162 1
162 163 1
162 163 1
163 164 1
163 164 1
164 165 1
164 165 1
165 166 1
165 166 1
166 252 1
166 252 1
1 167 1
1 167 1
167 168 2
167 168 2
168 169 2
168 169 2
169 170 2
169 170 2
170 171 1
170 171 1
171 252 1
171 252 1
1 172 1
1 172 1
172 173 1
172 173 1
173 174 2
173 174 2
174 175 1
174 175 1
175 176 1
175 176 1
176 252 1
176 252 1
1 177 1
1 177 1
177 178 1
177 178 1
178 179 1
178 179 1
179 180 1
179 180 1
180 181 2
180 181 2
181 252 2
181 252 2
1 182 1
1 182 1
182 183 1
182 183 1
183 184 2
183 184 2
184 185 1
184 185 1
185 186 1
185 186 1
186 252 2
186 252 2
1 187 2
1 187 2
187 188 1
187 188 1
188 189 1
188 189 1
189 190 1
189 190 1
190 191 2
190 191 2
191 252 1
191 252 1
1 192 1
1 192 1
192 193 1
192 193 1
193 194 1
193 194 1
194 195 1
194 195 1
195 196 2
195 196 2
196 252 1
196 252 1
1 197 1
1 197 1
197 198 2
197 198 2
198 199 1
198 199 1
199 200 1
199 200 1
200 201 2
200 201 2
201 252 2
201 252 2
1 202 1
1 202 1
202 203 1
202 203 1
203 204 2
203 204 2
204 205 2
204 205 2
205 206 1
205 206 1
206 252 1
206 252 1
1 207 1
1 207 1
207 208 2
207 208 2
208 209 1
208 209 1
209 210 2
209 210 2
210 211 1
210 211 1
211 252 2
211 252 2
1 212 1
1 212 1
212 213 1
212 213 1
213 214 1
213 214 1
214 215 1
214 215 1
215 216 1
215 216 1
216 252 1
216 252 1
1 217 2
1 217 2
217 218 2
217 218 2
218 219 2
218 219 2
219 220 2
219 220 2
220 221 1
220 221 1
221 252 2
221 252 2
1 222 1
1 222 1
222 223 1
222 223 1
223 224 1
223 224 1
224 225 2
224 225 2
225 226 2
225 226 2
226 252 1
226 252 1
1 227 1
1 227 1
227 228 2
227 228 2
228 229 1
228 229 1
229 230 1
229 230 1
230 231 2
230 231 2
231 252 1
231 252 1
1 232 1
1 232 1
232 233 1
232 233 1
233 234 2
233 234 2
234 235 1
234 235 1
235 236 1
235 236 1
236 252 1
236 252 1
1 237 1
1 237 1
237 238 1
237 238 1
238 239 2
238 239 2
239 240 1
239 240 1
240 241 1
240 241 1
241 252 1
241 252 1
1 242 2
1 242 2
242 243 2
242 243 2
243 244 1
243 244 1
244 245 1
244 245 1
245 246 1
245 246 1
246 252 1
246 252 1
1 247 1
1 247 1
247 248 2
247 248 2
248 249 1
248 249 1
249 250 2
249 250 2
250 251 2
250 251 2
251 252 2
251 252 2
23 77 3
23 77 2
4 108 3
4 108 1
208 85 1
208 85 2
142 12 3
142 12 1
154 91 3
154 91 2
38 207 2
38 207 1
59 247 3
59 247 2
57 239 2
57 239 1
223 211 3
223 211 2
19 176 1
19 176 1
18 157 2
18 157 1
86 160 3
86 160 1
106 235 2
106 235 1
30 240 1
30 240 2
238 219 3
238 219 1
65 144 2
65 144 1
69 74 1
69 74 1
3 126 1
3 126 1
17 170 2
17 170 1
186 51 2
186 51 1
18 25 3
18 25 2
157 206 1
157 206 2
230 249 1
230 249 2
119 30 2
119 30 2
173 48 1
173 48 1
203 233 2
203 233 2
6 165 2
6 165 2
39 42 2
39 42 1
203 73 1
203 73 2
113 211 3
113 211 1
66 35 2
66 35 2
140 22 2
140 22 1
58 60 2
58 60 2
77 134 3
77 134 2
73 207 3
73 207 2
140 158 3
140 158 2
94 97 2
94 97 2
176 99 1
176 99 2
93 196 3
93 196 1
40 79 1
40 79 2
192 203 3
192 203 1
73 209 1
73 209 2
111 102 2
111 102 1
129 55 3
129 55 1
44 173 1
44 173 1
95 82 2
95 82 1
151 221 1
151 221 1
1 145 1
1 145 2
251 156 1
251 156 1
236 91 2
236 91 1
171 198 3
171 198 1
134 49 1
134 49 2
199 187 3
199 187 2
202 190 3
202 190 2
168 31 3
168 31 1
145 30 1
145 30 2
76 81 2
76 81 2
216 240 1
216 240 1
1 202 3
1 202 1
245 23 2
245 23 1
7 123 1
7 123 2
124 148 3
124 148 2
17 104 1
17 104 2
160 189 3
160 189 1
125 156 1
125 156 2
103 222 2
103 222 2
91 146 2
91 146 1
171 198 3
171 198 2
138 60 2
138 60 2
111 131 2
111 131 2
6 24 3
6 24 1
184 56 2
184 56 1
49 120 1
49 120 2
6 141 3
6 141 1
233 76 1
233 76 1
251 105 3
251 105 1
43 25 2
43 25 1
24 208 1
24 208 1
246 59 1
246 59 2
27 233 2
27 233 1
5 213 2
5 213 1
150 140 2
150 140 1
49 249 3
49 249 1
207 243 3
207 243 2
72 170 3
72 170 1
110 240 1
110 240 2
100 224 2
100 224 2
158 107 2
158 107 1
12 34 3
12 34 2
122 148 3
122 148 1
153 93 1
153 93 1
171 177 2
171 177 1
113 189 3
113 189 1
31 105 2
31 105 1
48 236 3
48 236 2
99 36 1
99 36 2
108 200 2
108 200 2
73 180 1
73 180 1
199 154 2
199 154 1
15 65 3
15 65 2
136 129 1
136 129 2
39 131 3
39 131 1
150 234 1
150 234 1
118 115 1
118 115 2
57 19 3
57 19 1
25 9 2
25 9 2
250 131 3
250 131 2
4 170 2
4 170 2
17 108 1
17 108 1
217 7 3
217 7 1
213 95 3
213 95 1
196 111 1
196 111 1
242 192 1
242 192 2
70 243 2
70 243 2
80 188 2
80 188 1
56 116 1
56 116 2
77 218 2
77 218 1
33 44 2
33 44 1
6 64 3
6 64 2
52 126 3
52 126 1
159 235 3
159 235 1
45 140 3
45 140 2
247 189 3
247 189 1
219 133 3
219 133 1
105 72 2
105 72 1
213 149 2
213 149 2
209 122 3
209 122 1
17 210 3
17 210 1
91 36 3
91 36 1
40 188 1
40 188 1
155 77 1
155 77 2
231 121 3
231 121 1
116 106 2
116 106 1
143 158 1
143 158 1
98 161 1
98 161 2
252 83 1
252 83 1
51 215 1
51 215 2
41 205 3
41 205 1
6 162 1
6 162 1
175 238 2
175 238 1
172 39 1
172 39 1
207 153 3
207 153 1
190 244 3
190 244 1
202 104 3
202 104 2
107 231 1
107 231 2
244 114 1
244 114 2
132 103 1
132 103 1
251 25 3
251 25 2
193 20 2
193 20 2
103 159 2
103 159 1
140 191 2
140 191 2
172 32 1
172 32 2
59 245 2
59 245 2
82 132 3
82 132 1
116 25 3
116 25 2
194 43 3
194 43 2
136 252 1
136 252 1
63 203 3
63 203 2
176 119 2
176 119 2
17 93 1
17 93 1
234 216 3
234 216 1
183 238 1
183 238 1
90 64 1
90 64 2
1 242 1
1 242 1
190 118 1
190 118 1
94 1 2
94 1 1
8 168 2
8 168 2
89 24 1
89 24 1
248 85 2
248 85 1
29 7 3
29 7 2
215 222 3
215 222 2
91 124 2
91 124 1
213 42 1
213 42 1
226 49 2
226 49 2
7 113 3
7 113 2
23 137 1
23 137 2
173 216 3
173 216 2
79 98 3
79 98 2
114 72 1
114 72 1
136 60 3
136 60 2
172 11 2
172 11 1
250 176 3
250 176 1
246 147 3
246 147 1
154 126 1
154 126 1
29 199 2
29 199 1
227 232 2
227 232 1
38 89 1
38 89 2
107 47 2
107 47 2
136 50 1
136 50 2
83 185 1
83 185 2
107 179 3
107 179 2
23 100 3
23 100 1
230 75 1
230 75 2
28 93 1
28 93 2
4 204 3
4 204 2
37 213 3
37 213 2
186 236 3
186 236 1
144 54 2
144 54 1
14 146 1
14 146 1
156 141 3
156 141 2
138 121 2
138 121 2
231 199 3
231 199 2
87 233 3
87 233 1
216 130 1
216 130 2
109 146 1
109 146 1
8 37 1
8 37 1
198 7 2
198 7 2
160 47 2
160 47 2
47 25 3
47 25 2
169 188 3
169 188 1
61 170 3
61 170 2
218 84 2
218 84 1
65 98 1
65 98 2
17 103 3
17 103 1
161 61 1
161 61 2
68 142 2
68 142 1
30 7 1
30 7 2
197 179 1
197 179 2
37 2 3
37 2 2
132 117 2
132 117 2
179 213 1
179 213 1
15 200 3
15 200 1
87 150 2
87 150 1
153 161 3
153 161 2
161 199 2
161 199 2
88 77 2
88 77 1
238 17 3
238 17 1
117 70 2
117 70 2
217 53 3
217 53 2
246 90 3
246 90 1
141 4 3
141 4 1
199 151 2
199 151 2
24 103 2
24 103 1
56 24 1
56 24 2
103 36 3
103 36 1
105 97 3
105 97 1
154 193 2
154 193 2
80 242 3
80 242 2
180 167 3
180 167 1
221 21 3
221 21 2
179 230 3
179 230 2
60 169 2
60 169 1
160 246 1
160 246 1
211 122 2
211 122 1
3 29 2
3 29 2
30 107 3
30 107 1
164 62 1
164 62 2
77 85 1
77 85 1
160 132 2
160 132 1
37 140 2
37 140 1
148 217 2
148 217 1
33 128 3
33 128 2
128 169 3
128 169 1
141 57 3
141 57 1
118 222 1
118 222 1
202 162 2
202 162 1
192 157 3
192 157 2
132 191 3
132 191 1
173 80 3
173 80 1
175 55 3
175 55 1
130 151 3
130 151 2
57 218 1
57 218 1
237 20 1
237 20 1
59 70 2
59 70 2
236 6 2
236 6 1
206 19 2
206 19 2
189 177 3
189 177 1
201 5 3
201 5 1
169 157 3
169 157 2
20 244 3
20 244 2
143 78 3
143 78 2
95 235 3
95 235 2
57 186 2
57 186 2
102 244 1
102 244 2
210 45 2
210 45 2
149 180 2
149 180 2
232 106 1
232 106 2
92 60 1
92 60 1
100 177 1
100 177 1
134 45 3
134 45 2
21 32 1
21 32 2
195 155 3
195 155 1
207 111 3
207 111 1
158 20 1
158 20 2
77 109 1
77 109 2
142 229 2
142 229 2
109 20 3
109 20 2
94 153 1
94 153 1
82 123 3
82 123 2
153 199 2
153 199 2
221 107 2
221 107 1
106 136 2
106 136 2
135 21 3
135 21 1
143 170 3
143 170 2
38 55 3
38 55 1
28 167 1
28 167 2
99 159 3
99 159 1
66 73 3
66 73 2
36 35 3
36 35 1
41 219 1
41 219 1
119 173 1
119 173 2
68 128 1
68 128 1
200 236 2
200 236 1
215 233 2
215 233 2
105 102 3
105 102 2
128 145 2
128 145 1
119 201 1
119 201 1
172 184 1
172 184 1
105 163 3
105 163 2
114 61 3
114 61 2
114 51 1
114 51 1
90 240 3
90 240 1
208 218 1
208 218 1
144 104 1
144 104 1
6 211 2
6 211 1
246 155 3
246 155 1
32 88 3
32 88 1
86 96 2
86 96 2
242 175 1
242 175 2
30 133 3
30 133 2
26 100 3
26 100 2
124 189 1
124 189 2
172 219 3
172 219 2
199 246 1
199 246 1
3 167 3
3 167 2
233 165 2
233 165 1
74 138 1
74 138 1
136 30 1
136 30 1
250 236 2
250 236 1
7 64 1
7 64 1
174 160 2
174 160 2
65 136 3
65 136 2
190 47 3
190 47 1
118 137 1
118 137 2
33 233 3
33 233 1
130 230 1
130 230 1
23 76 3
23 76 2
4 153 3
4 153 1
18 116 1
18 116 1
11 94 1
11 94 2
76 249 2
76 249 1
53 62 2
53 62 1
104 235 1
104 235 2
227 68 3
227 68 2
124 191 3
124 191 1
80 161 2
80 161 2
218 81 3
218 81 2
248 160 3
248 160 1
166 110 1
166 110 1
76 18 2
76 18 1
179 171 3
179 171 2
207 245 1
207 245 1
111 24 3
111 24 2
186 211 3
186 211 2
191 11 2
191 11 2
182 148 1
182 148 1
5 104 3
5 104 1
90 143 2
90 143 2
252 197 1
252 197 2
131 3 1
131 3 2
157 106 2
157 106 2
10 243 1
10 243 1
33 74 1
33 74 2
11 48 1
11 48 2
32 12 2
32 12 2
226 176 3
226 176 2
155 83 2
155 83 1
105 78 1
105 78 1
189 207 2
189 207 2
199 19 3
199 19 2
114 63 3
114 63 2
49 96 1
49 96 1
16 240 1
16 240 1
140 78 2
140 78 1
178 165 2
178 165 2
73 90 1
73 90 2
83 236 3
83 236 1
92 10 1
92 10 2
224 123 3
224 123 2
220 28 3
220 28 1
194 175 2
194 175 1
194 128 2
194 128 2
193 110 2
193 110 1
17 176 2
17 176 2
94 124 3
94 124 1
175 225 1
175 225 2
135 95 1
135 95 1
69 165 2
69 165 2
195 12 2
195 12 2
148 118 3
148 118 1
141 208 3
141 208 1
239 53 3
239 53 2
221 196 1
221 196 2
24 249 2
24 249 1
227 235 1
227 235 1
198 49 3
198 49 1
8 144 1
8 144 2
44 205 1
44 205 2
242 236 2
242 236 1
93 76 1
93 76 1
64 218 2
64 218 1
89 69 2
89 69 2
56 167 1
56 167 2
108 186 2
108 186 2
168 114 3
168 114 2
234 212 1
234 212 1
218 118 3
218 118 2
98 87 3
98 87 2
127 137 3
127 137 2
86 83 2
86 83 2
126 240 3
126 240 2
113 169 1
113 169 1
87 3 2
87 3 1
126 99 1
126 99 2
101 163 2
101 163 2
156 231 1
156 231 1
27 187 2
27 187 2
115 145 3
115 145 1
133 22 1
133 22 1
54 196 1
54 196 2
147 176 3
147 176 1
150 93 3
150 93 1
58 134 2
58 134 2
72 8 2
72 8 1
15 203 3
15 203 2
207 181 3
207 181 2
114 75 3
114 75 2
52 217 3
52 217 1
119 59 1
119 59 2
193 32 1
193 32 1
167 21 3
167 21 1
76 130 2
76 130 2
10 50 1
10 50 2
149 97 3
149 97 1
200 83 2
200 83 1
161 47 1
161 47 2
83 28 1
83 28 2
192 61 2
192 61 2
51 161 3
51 161 2
237 57 1
237 57 2
6 54 1
6 54 2
191 81 1
191 81 1
58 210 3
58 210 1
78 244 3
78 244 1
35 251 3
35 251 2
162 129 3
162 129 2
145 7 1
145 7 1
151 12 3
151 12 2
230 118 2
230 118 2
151 120 1
151 120 2
60 88 3
60 88 1
152 176 2
152 176 2
37 115 1
37 115 1
17 247 3
17 247 2
221 17 3
221 17 2
146 35 2
146 35 2
58 214 1
58 214 1
53 116 2
53 116 2
72 42 2
72 42 1
85 25 3
85 25 1
186 205 2
